timestamp,appliance_id,appliance_name,usage,user_id
2025-05-31 09:50:52.423050,1,Air Conditioner,0.037,101
2025-05-31 10:05:52.423050,1,Air Conditioner,0.443,101
2025-05-31 10:20:52.423050,1,Air Conditioner,0.355,101
2025-05-31 10:35:52.423050,1,Air Conditioner,0.326,101
2025-05-31 10:50:52.423050,1,Air Conditioner,0.341,101
2025-05-31 11:05:52.423050,1,Air Conditioner,0.326,101
2025-05-31 11:20:52.423050,1,Air Conditioner,0.259,101
2025-05-31 11:35:52.423050,1,Air Conditioner,0.334,101
2025-05-31 11:50:52.423050,1,Air Conditioner,0.336,101
2025-05-31 12:05:52.423050,1,Air Conditioner,0.334,101
2025-05-31 12:20:52.423050,1,Air Conditioner,0.298,101
2025-05-31 12:35:52.423050,1,Air Conditioner,0.367,101
2025-05-31 12:50:52.423050,1,Air Conditioner,0.417,101
2025-05-31 13:05:52.423050,1,Air Conditioner,0.331,101
2025-05-31 13:20:52.423050,1,Air Conditioner,0.325,101
2025-05-31 13:35:52.423050,1,Air Conditioner,0.372,101
2025-05-31 13:50:52.423050,1,Air Conditioner,0.386,101
2025-05-31 14:05:52.423050,1,Air Conditioner,0.342,101
2025-05-31 14:20:52.423050,1,Air Conditioner,0.336,101
2025-05-31 14:35:52.423050,1,Air Conditioner,0.273,101
2025-05-31 14:50:52.423050,1,Air Conditioner,0.301,101
2025-05-31 15:05:52.423050,1,Air Conditioner,0.383,101
2025-05-31 15:20:52.423050,1,Air Conditioner,0.449,101
2025-05-31 15:35:52.423050,1,Air Conditioner,0.448,101
2025-05-31 15:50:52.423050,1,Air Conditioner,0.413,101
2025-05-31 16:05:52.423050,1,Air Conditioner,0.302,101
2025-05-31 16:20:52.423050,1,Air Conditioner,0.304,101
2025-05-31 16:35:52.423050,1,Air Conditioner,0.351,101
2025-05-31 16:50:52.423050,1,Air Conditioner,0.358,101
2025-05-31 17:05:52.423050,1,Air Conditioner,0.307,101
2025-05-31 17:20:52.423050,1,Air Conditioner,0.387,101
2025-05-31 17:35:52.423050,1,Air Conditioner,0.373,101
2025-05-31 17:50:52.423050,1,Air Conditioner,0.389,101
2025-05-31 18:05:52.423050,1,Air Conditioner,0.622,101
2025-05-31 18:20:52.423050,1,Air Conditioner,0.588,101
2025-05-31 18:35:52.423050,1,Air Conditioner,0.535,101
2025-05-31 18:50:52.423050,1,Air Conditioner,0.549,101
2025-05-31 19:05:52.423050,1,Air Conditioner,0.668,101
2025-05-31 19:20:52.423050,1,Air Conditioner,0.588,101
2025-05-31 19:35:52.423050,1,Air Conditioner,0.504,101
2025-05-31 19:50:52.423050,1,Air Conditioner,0.558,101
2025-05-31 20:05:52.423050,1,Air Conditioner,0.514,101
2025-05-31 20:20:52.423050,1,Air Conditioner,0.617,101
2025-05-31 20:35:52.423050,1,Air Conditioner,0.498,101
2025-05-31 20:50:52.423050,1,Air Conditioner,0.595,101
2025-05-31 21:05:52.423050,1,Air Conditioner,0.598,101
2025-05-31 21:20:52.423050,1,Air Conditioner,0.577,101
2025-05-31 21:35:52.423050,1,Air Conditioner,0.411,101
2025-05-31 21:50:52.423050,1,Air Conditioner,0.646,101
2025-05-31 22:05:52.423050,1,Air Conditioner,0.511,101
2025-05-31 22:20:52.423050,1,Air Conditioner,0.6,101
2025-05-31 22:35:52.423050,1,Air Conditioner,0.507,101
2025-05-31 22:50:52.423050,1,Air Conditioner,0.589,101
2025-05-31 23:05:52.423050,1,Air Conditioner,0.552,101
2025-05-31 23:20:52.423050,1,Air Conditioner,0.621,101
2025-05-31 23:35:52.423050,1,Air Conditioner,0.603,101
2025-05-31 23:50:52.423050,1,Air Conditioner,0.613,101
2025-06-01 00:05:52.423050,1,Air Conditioner,0.127,101
2025-06-01 00:20:52.423050,1,Air Conditioner,0.017,101
2025-06-01 00:35:52.423050,1,Air Conditioner,0.125,101
2025-06-01 00:50:52.423050,1,Air Conditioner,0.021,101
2025-06-01 01:05:52.423050,1,Air Conditioner,0.022,101
2025-06-01 01:20:52.423050,1,Air Conditioner,0.09,101
2025-06-01 01:35:52.423050,1,Air Conditioner,0.042,101
2025-06-01 01:50:52.423050,1,Air Conditioner,0.026,101
2025-06-01 02:05:52.423050,1,Air Conditioner,0.062,101
2025-06-01 02:20:52.423050,1,Air Conditioner,0.092,101
2025-06-01 02:35:52.423050,1,Air Conditioner,0.033,101
2025-06-01 02:50:52.423050,1,Air Conditioner,0.07,101
2025-06-01 03:05:52.423050,1,Air Conditioner,0.126,101
2025-06-01 03:20:52.423050,1,Air Conditioner,0.04,101
2025-06-01 03:35:52.423050,1,Air Conditioner,0.012,101
2025-06-01 03:50:52.423050,1,Air Conditioner,0.02,101
2025-06-01 04:05:52.423050,1,Air Conditioner,0.055,101
2025-06-01 04:20:52.423050,1,Air Conditioner,0.08,101
2025-06-01 04:35:52.423050,1,Air Conditioner,0.088,101
2025-06-01 04:50:52.423050,1,Air Conditioner,0.101,101
2025-06-01 05:05:52.423050,1,Air Conditioner,0.131,101
2025-06-01 05:20:52.423050,1,Air Conditioner,0.099,101
2025-06-01 05:35:52.423050,1,Air Conditioner,0.043,101
2025-06-01 05:50:52.423050,1,Air Conditioner,0.05,101
2025-06-01 06:05:52.423050,1,Air Conditioner,0.038,101
2025-06-01 06:20:52.423050,1,Air Conditioner,0.038,101
2025-06-01 06:35:52.423050,1,Air Conditioner,0.09,101
2025-06-01 06:50:52.423050,1,Air Conditioner,0.029,101
2025-06-01 07:05:52.423050,1,Air Conditioner,0.068,101
2025-06-01 07:20:52.423050,1,Air Conditioner,0.016,101
2025-06-01 07:35:52.423050,1,Air Conditioner,0.047,101
2025-06-01 07:50:52.423050,1,Air Conditioner,0.094,101
2025-06-01 08:05:52.423050,1,Air Conditioner,0.025,101
2025-06-01 08:20:52.423050,1,Air Conditioner,0.088,101
2025-06-01 08:35:52.423050,1,Air Conditioner,0.139,101
2025-06-01 08:50:52.423050,1,Air Conditioner,0.086,101
2025-06-01 09:05:52.423050,1,Air Conditioner,0.049,101
2025-06-01 09:20:52.423050,1,Air Conditioner,0.07,101
2025-06-01 09:35:52.423050,1,Air Conditioner,0.101,101
2025-06-01 09:50:52.423050,1,Air Conditioner,0.058,101
2025-06-01 10:05:52.423050,1,Air Conditioner,0.361,101
2025-06-01 10:20:52.423050,1,Air Conditioner,0.319,101
2025-06-01 10:35:52.423050,1,Air Conditioner,0.38,101
2025-06-01 10:50:52.423050,1,Air Conditioner,0.382,101
2025-06-01 11:05:52.423050,1,Air Conditioner,0.349,101
2025-06-01 11:20:52.423050,1,Air Conditioner,0.361,101
2025-06-01 11:35:52.423050,1,Air Conditioner,0.31,101
2025-06-01 11:50:52.423050,1,Air Conditioner,0.324,101
2025-06-01 12:05:52.423050,1,Air Conditioner,0.253,101
2025-06-01 12:20:52.423050,1,Air Conditioner,0.37,101
2025-06-01 12:35:52.423050,1,Air Conditioner,0.311,101
2025-06-01 12:50:52.423050,1,Air Conditioner,0.367,101
2025-06-01 13:05:52.423050,1,Air Conditioner,0.361,101
2025-06-01 13:20:52.423050,1,Air Conditioner,0.346,101
2025-06-01 13:35:52.423050,1,Air Conditioner,0.357,101
2025-06-01 13:50:52.423050,1,Air Conditioner,0.403,101
2025-06-01 14:05:52.423050,1,Air Conditioner,0.32,101
2025-06-01 14:20:52.423050,1,Air Conditioner,0.348,101
2025-06-01 14:35:52.423050,1,Air Conditioner,0.346,101
2025-06-01 14:50:52.423050,1,Air Conditioner,0.42,101
2025-06-01 15:05:52.423050,1,Air Conditioner,0.395,101
2025-06-01 15:20:52.423050,1,Air Conditioner,0.284,101
2025-06-01 15:35:52.423050,1,Air Conditioner,0.378,101
2025-06-01 15:50:52.423050,1,Air Conditioner,0.302,101
2025-06-01 16:05:52.423050,1,Air Conditioner,0.413,101
2025-06-01 16:20:52.423050,1,Air Conditioner,0.374,101
2025-06-01 16:35:52.423050,1,Air Conditioner,0.418,101
2025-06-01 16:50:52.423050,1,Air Conditioner,0.319,101
2025-06-01 17:05:52.423050,1,Air Conditioner,0.357,101
2025-06-01 17:20:52.423050,1,Air Conditioner,0.388,101
2025-06-01 17:35:52.423050,1,Air Conditioner,0.295,101
2025-06-01 17:50:52.423050,1,Air Conditioner,0.363,101
2025-06-01 18:05:52.423050,1,Air Conditioner,0.627,101
2025-06-01 18:20:52.423050,1,Air Conditioner,0.428,101
2025-06-01 18:35:52.423050,1,Air Conditioner,0.534,101
2025-06-01 18:50:52.423050,1,Air Conditioner,0.496,101
2025-06-01 19:05:52.423050,1,Air Conditioner,0.598,101
2025-06-01 19:20:52.423050,1,Air Conditioner,0.617,101
2025-06-01 19:35:52.423050,1,Air Conditioner,0.528,101
2025-06-01 19:50:52.423050,1,Air Conditioner,0.567,101
2025-06-01 20:05:52.423050,1,Air Conditioner,0.653,101
2025-06-01 20:20:52.423050,1,Air Conditioner,0.532,101
2025-06-01 20:35:52.423050,1,Air Conditioner,0.517,101
2025-06-01 20:50:52.423050,1,Air Conditioner,0.524,101
2025-06-01 21:05:52.423050,1,Air Conditioner,0.513,101
2025-06-01 21:20:52.423050,1,Air Conditioner,0.596,101
2025-06-01 21:35:52.423050,1,Air Conditioner,0.586,101
2025-06-01 21:50:52.423050,1,Air Conditioner,0.547,101
2025-06-01 22:05:52.423050,1,Air Conditioner,0.584,101
2025-06-01 22:20:52.423050,1,Air Conditioner,0.586,101
2025-06-01 22:35:52.423050,1,Air Conditioner,0.508,101
2025-06-01 22:50:52.423050,1,Air Conditioner,0.595,101
2025-06-01 23:05:52.423050,1,Air Conditioner,0.501,101
2025-06-01 23:20:52.423050,1,Air Conditioner,0.592,101
2025-06-01 23:35:52.423050,1,Air Conditioner,0.558,101
2025-06-01 23:50:52.423050,1,Air Conditioner,0.605,101
2025-06-02 00:05:52.423050,1,Air Conditioner,0.098,101
2025-06-02 00:20:52.423050,1,Air Conditioner,0.173,101
2025-06-02 00:35:52.423050,1,Air Conditioner,0.154,101
2025-06-02 00:50:52.423050,1,Air Conditioner,0.064,101
2025-06-02 01:05:52.423050,1,Air Conditioner,0.109,101
2025-06-02 01:20:52.423050,1,Air Conditioner,0.111,101
2025-06-02 01:35:52.423050,1,Air Conditioner,0.083,101
2025-06-02 01:50:52.423050,1,Air Conditioner,0.072,101
2025-06-02 02:05:52.423050,1,Air Conditioner,0.141,101
2025-06-02 02:20:52.423050,1,Air Conditioner,0.151,101
2025-06-02 02:35:52.423050,1,Air Conditioner,0.165,101
2025-06-02 02:50:52.423050,1,Air Conditioner,0.193,101
2025-06-02 03:05:52.423050,1,Air Conditioner,0.076,101
2025-06-02 03:20:52.423050,1,Air Conditioner,0.037,101
2025-06-02 03:35:52.423050,1,Air Conditioner,0.061,101
2025-06-02 03:50:52.423050,1,Air Conditioner,0.065,101
2025-06-02 04:05:52.423050,1,Air Conditioner,0.085,101
2025-06-02 04:20:52.423050,1,Air Conditioner,0.141,101
2025-06-02 04:35:52.423050,1,Air Conditioner,0.044,101
2025-06-02 04:50:52.423050,1,Air Conditioner,0.175,101
2025-06-02 05:05:52.423050,1,Air Conditioner,0.108,101
2025-06-02 05:20:52.423050,1,Air Conditioner,0.053,101
2025-06-02 05:35:52.423050,1,Air Conditioner,0.142,101
2025-06-02 05:50:52.423050,1,Air Conditioner,0.138,101
2025-06-02 06:05:52.423050,1,Air Conditioner,0.198,101
2025-06-02 06:20:52.423050,1,Air Conditioner,0.057,101
2025-06-02 06:35:52.423050,1,Air Conditioner,0.085,101
2025-06-02 06:50:52.423050,1,Air Conditioner,0.118,101
2025-06-02 07:05:52.423050,1,Air Conditioner,0.191,101
2025-06-02 07:20:52.423050,1,Air Conditioner,0.225,101
2025-06-02 07:35:52.423050,1,Air Conditioner,0.078,101
2025-06-02 07:50:52.423050,1,Air Conditioner,0.165,101
2025-06-02 08:05:52.423050,1,Air Conditioner,0.138,101
2025-06-02 08:20:52.423050,1,Air Conditioner,0.16,101
2025-06-02 08:35:52.423050,1,Air Conditioner,0.021,101
2025-06-02 08:50:52.423050,1,Air Conditioner,0.192,101
2025-06-02 09:05:52.423050,1,Air Conditioner,0.145,101
2025-06-02 09:20:52.423050,1,Air Conditioner,0.129,101
2025-06-02 09:35:52.423050,1,Air Conditioner,0.056,101
2025-06-02 09:50:52.423050,1,Air Conditioner,0.159,101
2025-06-02 10:05:52.423050,1,Air Conditioner,0.546,101
2025-06-02 10:20:52.423050,1,Air Conditioner,0.536,101
2025-06-02 10:35:52.423050,1,Air Conditioner,0.504,101
2025-06-02 10:50:52.423050,1,Air Conditioner,0.502,101
2025-06-02 11:05:52.423050,1,Air Conditioner,0.472,101
2025-06-02 11:20:52.423050,1,Air Conditioner,0.543,101
2025-06-02 11:35:52.423050,1,Air Conditioner,0.518,101
2025-06-02 11:50:52.423050,1,Air Conditioner,0.481,101
2025-06-02 12:05:52.423050,1,Air Conditioner,0.469,101
2025-06-02 12:20:52.423050,1,Air Conditioner,0.517,101
2025-06-02 12:35:52.423050,1,Air Conditioner,0.553,101
2025-06-02 12:50:52.423050,1,Air Conditioner,0.477,101
2025-06-02 13:05:52.423050,1,Air Conditioner,0.521,101
2025-06-02 13:20:52.423050,1,Air Conditioner,0.518,101
2025-06-02 13:35:52.423050,1,Air Conditioner,0.458,101
2025-06-02 13:50:52.423050,1,Air Conditioner,0.508,101
2025-06-02 14:05:52.423050,1,Air Conditioner,0.498,101
2025-06-02 14:20:52.423050,1,Air Conditioner,0.457,101
2025-06-02 14:35:52.423050,1,Air Conditioner,0.493,101
2025-06-02 14:50:52.423050,1,Air Conditioner,0.555,101
2025-06-02 15:05:52.423050,1,Air Conditioner,0.539,101
2025-06-02 15:20:52.423050,1,Air Conditioner,0.516,101
2025-06-02 15:35:52.423050,1,Air Conditioner,0.475,101
2025-06-02 15:50:52.423050,1,Air Conditioner,0.455,101
2025-06-02 16:05:52.423050,1,Air Conditioner,0.508,101
2025-06-02 16:20:52.423050,1,Air Conditioner,0.553,101
2025-06-02 16:35:52.423050,1,Air Conditioner,0.561,101
2025-06-02 16:50:52.423050,1,Air Conditioner,0.508,101
2025-06-02 17:05:52.423050,1,Air Conditioner,0.419,101
2025-06-02 17:20:52.423050,1,Air Conditioner,0.477,101
2025-06-02 17:35:52.423050,1,Air Conditioner,0.506,101
2025-06-02 17:50:52.423050,1,Air Conditioner,0.532,101
2025-06-02 18:05:52.423050,1,Air Conditioner,0.775,101
2025-06-02 18:20:52.423050,1,Air Conditioner,0.831,101
2025-06-02 18:35:52.423050,1,Air Conditioner,0.712,101
2025-06-02 18:50:52.423050,1,Air Conditioner,0.724,101
2025-06-02 19:05:52.423050,1,Air Conditioner,0.835,101
2025-06-02 19:20:52.423050,1,Air Conditioner,0.875,101
2025-06-02 19:35:52.423050,1,Air Conditioner,0.711,101
2025-06-02 19:50:52.423050,1,Air Conditioner,0.849,101
2025-06-02 20:05:52.423050,1,Air Conditioner,0.801,101
2025-06-02 20:20:52.423050,1,Air Conditioner,0.764,101
2025-06-02 20:35:52.423050,1,Air Conditioner,0.768,101
2025-06-02 20:50:52.423050,1,Air Conditioner,0.842,101
2025-06-02 21:05:52.423050,1,Air Conditioner,0.724,101
2025-06-02 21:20:52.423050,1,Air Conditioner,0.748,101
2025-06-02 21:35:52.423050,1,Air Conditioner,0.773,101
2025-06-02 21:50:52.423050,1,Air Conditioner,0.881,101
2025-06-02 22:05:52.423050,1,Air Conditioner,0.882,101
2025-06-02 22:20:52.423050,1,Air Conditioner,0.842,101
2025-06-02 22:35:52.423050,1,Air Conditioner,0.828,101
2025-06-02 22:50:52.423050,1,Air Conditioner,0.812,101
2025-06-02 23:05:52.423050,1,Air Conditioner,0.795,101
2025-06-02 23:20:52.423050,1,Air Conditioner,0.633,101
2025-06-02 23:35:52.423050,1,Air Conditioner,0.776,101
2025-06-02 23:50:52.423050,1,Air Conditioner,0.774,101
2025-06-03 00:05:52.423050,1,Air Conditioner,0.204,101
2025-06-03 00:20:52.423050,1,Air Conditioner,0.004,101
2025-06-03 00:35:52.423050,1,Air Conditioner,0.071,101
2025-06-03 00:50:52.423050,1,Air Conditioner,0.126,101
2025-06-03 01:05:52.423050,1,Air Conditioner,0.105,101
2025-06-03 01:20:52.423050,1,Air Conditioner,0.161,101
2025-06-03 01:35:52.423050,1,Air Conditioner,0.144,101
2025-06-03 01:50:52.423050,1,Air Conditioner,0.099,101
2025-06-03 02:05:52.423050,1,Air Conditioner,0.094,101
2025-06-03 02:20:52.423050,1,Air Conditioner,0.152,101
2025-06-03 02:35:52.423050,1,Air Conditioner,0.065,101
2025-06-03 02:50:52.423050,1,Air Conditioner,0.099,101
2025-06-03 03:05:52.423050,1,Air Conditioner,0.076,101
2025-06-03 03:20:52.423050,1,Air Conditioner,0.148,101
2025-06-03 03:35:52.423050,1,Air Conditioner,0.13,101
2025-06-03 03:50:52.423050,1,Air Conditioner,0.095,101
2025-06-03 04:05:52.423050,1,Air Conditioner,0.137,101
2025-06-03 04:20:52.423050,1,Air Conditioner,0.105,101
2025-06-03 04:35:52.423050,1,Air Conditioner,0.087,101
2025-06-03 04:50:52.423050,1,Air Conditioner,0.129,101
2025-06-03 05:05:52.423050,1,Air Conditioner,0.067,101
2025-06-03 05:20:52.423050,1,Air Conditioner,0.087,101
2025-06-03 05:35:52.423050,1,Air Conditioner,0.066,101
2025-06-03 05:50:52.423050,1,Air Conditioner,0.07,101
2025-06-03 06:05:52.423050,1,Air Conditioner,0.124,101
2025-06-03 06:20:52.423050,1,Air Conditioner,0.023,101
2025-06-03 06:35:52.423050,1,Air Conditioner,0.051,101
2025-06-03 06:50:52.423050,1,Air Conditioner,0.125,101
2025-06-03 07:05:52.423050,1,Air Conditioner,0.112,101
2025-06-03 07:20:52.423050,1,Air Conditioner,0.149,101
2025-06-03 07:35:52.423050,1,Air Conditioner,0.085,101
2025-06-03 07:50:52.423050,1,Air Conditioner,0.107,101
2025-06-03 08:05:52.423050,1,Air Conditioner,0.113,101
2025-06-03 08:20:52.423050,1,Air Conditioner,0.054,101
2025-06-03 08:35:52.423050,1,Air Conditioner,0.143,101
2025-06-03 08:50:52.423050,1,Air Conditioner,0.162,101
2025-06-03 09:05:52.423050,1,Air Conditioner,0.188,101
2025-06-03 09:20:52.423050,1,Air Conditioner,0.136,101
2025-06-03 09:35:52.423050,1,Air Conditioner,0.123,101
2025-06-03 09:50:52.423050,1,Air Conditioner,0.105,101
2025-06-03 10:05:52.423050,1,Air Conditioner,0.463,101
2025-06-03 10:20:52.423050,1,Air Conditioner,0.517,101
2025-06-03 10:35:52.423050,1,Air Conditioner,0.496,101
2025-06-03 10:50:52.423050,1,Air Conditioner,0.523,101
2025-06-03 11:05:52.423050,1,Air Conditioner,0.54,101
2025-06-03 11:20:52.423050,1,Air Conditioner,0.492,101
2025-06-03 11:35:52.423050,1,Air Conditioner,0.494,101
2025-06-03 11:50:52.423050,1,Air Conditioner,0.473,101
2025-06-03 12:05:52.423050,1,Air Conditioner,0.524,101
2025-06-03 12:20:52.423050,1,Air Conditioner,0.522,101
